9.444851140539732848e-01,5.725941016742987222e-02,-2.597633347797582148e-01,3.890370862674709107e-01,1.000000000000000000e+00
9.074113724205529197e-01,-2.442039049706819925e-02,5.464259919749148847e-02,-9.407809986556593673e-02,1.000000000000000000e+00
8.791990189093404906e-01,1.018355063474320060e-01,-2.141145046754602127e-02,-7.202026280755864651e-02,1.000000000000000000e+00
9.084280411157220625e-01,-2.747050767893655446e-02,5.011798463041340634e-02,-9.605888014443300649e-02,1.000000000000000000e+00
9.081666604782461238e-01,-2.597915690299812050e-02,4.373733002476307141e-02,-9.872433180322923163e-02,1.000000000000000000e+00
9.083887665695289382e-01,-2.830905368931203869e-02,3.866735228867936719e-02,-1.005312783261937543e-01,1.000000000000000000e+00
9.094057784542196599e-01,-3.091468550502872101e-02,6.549307982038699016e-02,-9.037973103851136558e-02,1.000000000000000000e+00
9.094113597447397446e-01,-3.081834528109842278e-02,6.597638950372776423e-02,-9.019709984227974875e-02,1.000000000000000000e+00
9.065287314215711989e-01,-2.053420709839212654e-02,3.626202137708021966e-02,-1.015947575692812410e-01,1.000000000000000000e+00
9.075203317149974636e-01,-2.455769096753851119e-02,4.979720423890170167e-02,-9.631831754676162261e-02,1.000000000000000000e+00
9.052799214399704919e-01,-1.518626201476618205e-02,4.184333122603377253e-02,-9.903101116420186256e-02,1.000000000000000000e+00
9.067255429181294568e-01,-2.109493721057601606e-02,4.009615681553496680e-02,-1.002240725031628976e-01,1.000000000000000000e+00
9.087072638483283393e-01,-2.879670887706893209e-02,5.860770869795571547e-02,-9.299158287449223181e-02,1.000000000000000000e+00
9.078954705005396475e-01,-2.617157437338830939e-02,4.271358116293178658e-02,-9.934211274939122593e-02,1.000000000000000000e+00
9.080414491591226600e-01,-2.844449459964236426e-02,4.411503695971285416e-02,-9.854227283948391314e-02,1.000000000000000000e+00
9.094268665669540397e-01,-3.297210727773148414e-02,5.238048022117805513e-02,-9.556553940276907300e-02,1.000000000000000000e+00
9.062496314862310554e-01,-1.867932514300974997e-02,5.293986039521681591e-02,-9.482724906260515951e-02,1.000000000000000000e+00
9.063809978525085853e-01,-1.929369636498149201e-02,4.371671270605962528e-02,-9.854578454569588863e-02,1.000000000000000000e+00
9.089618597636244246e-01,-2.976102052583909016e-02,5.886873660486492688e-02,-9.294918277932447126e-02,1.000000000000000000e+00
9.047237005899638751e-01,-1.195817140600229957e-02,4.081730717870284825e-02,-9.962265261220480672e-02,1.000000000000000000e+00
9.090026333962089033e-01,-2.973241955776340095e-02,6.723133097661550261e-02,-8.949756955666539338e-02,1.000000000000000000e+00
9.105249237531077844e-01,-3.588116838260160119e-02,6.562367441808497626e-02,-9.021695438019908253e-02,1.000000000000000000e+00
9.087723284262190226e-01,-2.883742406585250787e-02,6.077998487502994651e-02,-9.183521997259343206e-02,1.000000000000000000e+00
9.082708653064411886e-01,-2.873795654500831825e-02,4.215643536410658421e-02,-9.950669695090609557e-02,1.000000000000000000e+00
9.073336487843856046e-01,-2.289596941433153648e-02,4.781684367326516361e-02,-9.723415209120213343e-02,1.000000000000000000e+00
9.081666604782475671e-01,-2.597915690299783947e-02,4.373733002476248855e-02,-9.872433180322852386e-02,1.000000000000000000e+00
9.083887665694936331e-01,-2.830905368931876942e-02,3.866735228867911045e-02,-1.005312783261896603e-01,1.000000000000000000e+00
9.094057784542186607e-01,-3.091468550502894652e-02,6.549307982038699016e-02,-9.037973103851125456e-02,1.000000000000000000e+00
9.094113597447401887e-01,-3.081834528109837074e-02,6.597638950372777811e-02,-9.019709984227981814e-02,1.000000000000000000e+00
9.065287314215668690e-01,-2.053420709839294880e-02,3.626202137708019191e-02,-1.015947575692808802e-01,1.000000000000000000e+00
9.075203317149926896e-01,-2.455769096753942018e-02,4.979720423890166697e-02,-9.631831754676120627e-02,1.000000000000000000e+00
